,tweet_id,created_date,username,location,retweeted_username,content_type,mentioned_users,text,positive_sent_score,negative_sent_score,compound_sent_score
1908,1497230301692452867,Fri Feb 25 15:21:35 +0000 2022,Shane Turner,,Shane Turner,Tweet (self-loop),[],Worried about gas prices? Tired of Russian dictators and corrupt Saudi princes benefitting from the amount you pay at the pump? I have a solution for you. #renewableenergy,14.8,19.6,19.6
1919,1497228174542970884,Fri Feb 25 15:13:08 +0000 2022,energyreferral.xyz,,AWESome EarthKind Podcast,RT,['AWESome EarthKind Podcast'],"RT @awesomearthkind: #FlashbackFriday Solar That’s Not “Too Good to Be True” – with Anthony Mongeluzo, PCS IT

FULL VIDEO HERE: https://t.c…",0.0,10.7,10.7
1925,1497228029109706770,Fri Feb 25 15:12:33 +0000 2022,Bob Sacamano,"Ekerö, Sverige",AWESome EarthKind Podcast,RT,['AWESome EarthKind Podcast'],"RT @awesomearthkind: #FlashbackFriday Solar That’s Not “Too Good to Be True” – with Anthony Mongeluzo, PCS IT

FULL VIDEO HERE: https://t.c…",0.0,10.7,10.7
1927,1497227976076898305,Fri Feb 25 15:12:21 +0000 2022,John Snowmountainer,,AWESome EarthKind Podcast,RT,['AWESome EarthKind Podcast'],"RT @awesomearthkind: #FlashbackFriday Solar That’s Not “Too Good to Be True” – with Anthony Mongeluzo, PCS IT

FULL VIDEO HERE: https://t.c…",0.0,10.7,10.7
1933,1497227384361152513,Fri Feb 25 15:10:00 +0000 2022,AWESome EarthKind Podcast,,AWESome EarthKind Podcast,Tweet (self-loop),[],"#FlashbackFriday Solar That’s Not “Too Good to Be True” – with Anthony Mongeluzo, PCS IT

FULL VIDEO HERE: https://t.co/a3xcDzmSdl 

#sustainableenergy #cleanenergyfuture #greenenergy #energystorage #renewableenergy",0.0,9.5,9.5
1944,1497225281073041408,Fri Feb 25 15:01:38 +0000 2022,Toru,Earth,Uplight,RT,['Uplight'],RT @uplight2k: This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis   https://t.co/pb…,0.0,16.7,16.7
1955,1497223747618619417,Fri Feb 25 14:55:33 +0000 2022,BogdanAndrei-bogdins,European citizen,BogdanAndrei-bogdins,Tweet (self-loop),"['American Renewable Energy', 'ACCIONA (English)', 'GE Renewable Energy', 'IRENA', 'Australian Renewable Energy Agency', 'RenewableEnergyWorld']","No matter if onshore or #offshore wind farms are #daily  presence

https://t.co/foqtl5dDrI
https://t.co/9cuTORS1xn

new #Domains #domainsforsale #domainnamesforsale 
#premiumdomains #PremiumDomain 
#renewableenergy 
@ACORE 
@ACCIONA_EN 
@GErenewables 
@IRENA 
@ARENA_aus 
@REWorld https://t.co/PurT2FtSzz",0.0,4.0,4.0
1977,1497219928717291523,Fri Feb 25 14:40:22 +0000 2022,zxcxz,,zxcxz,Tweet (self-loop),[],Janus Trucks Converting Freightliner To Electricity — Seeing Lot Of Demand https://t.co/NsqTXWTmG1 #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,0.0,8.6,8.6
2016,1497212955921891330,Fri Feb 25 14:12:40 +0000 2022,Bob Sacamano,"Ekerö, Sverige",Nanalyze,RT,['Nanalyze'],"RT @nanalyzetweets: Core Scientific $CORZ may be moving towards 100% #RenewableEnergy, but there’s a problem that #GreenEnergy won’t solve.…",0.0,16.5,16.5
2037,1497210181742116883,Fri Feb 25 14:01:38 +0000 2022,Nanalyze,,Nanalyze,Tweet (self-loop),[],"Core Scientific $CORZ may be moving towards 100% #RenewableEnergy, but there’s a problem that #GreenEnergy won’t solve. https://t.co/y8EMdzVfkb",10.1,16.3,16.3
2045,1497209218054696961,Fri Feb 25 13:57:49 +0000 2022,Jane Eden,"Kampala, Uganda",Uplight,RT,['Uplight'],RT @uplight2k: This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis  https://t.co/pb3…,0.0,16.7,16.7
2046,1497209110374277126,Fri Feb 25 13:57:23 +0000 2022,Melbourne angel,"Kampala, Uganda",Uplight,RT,['Uplight'],RT @uplight2k: This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis  https://t.co/pb3…,0.0,16.7,16.7
2048,1497208899954360323,Fri Feb 25 13:56:33 +0000 2022,Melbourne angel,"Kampala, Uganda",Uplight,RT,['Uplight'],RT @uplight2k: This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis   https://t.co/pb…,0.0,16.7,16.7
2050,1497208765313077250,Fri Feb 25 13:56:01 +0000 2022,Deborah Bynum,"Concord, NH",Deborah Bynum,Tweet (self-loop),[],"""You can have all the #renewableenergy you need, but without an effective market in which to sell the power, this time, effort and investment would be wasted leaving the #EnergyTransition to grind to a halt."" https://t.co/pnXNOhQoPY",0.0,18.3,18.3
2055,1497207964612112390,Fri Feb 25 13:52:50 +0000 2022,alekos,Greece,Clean Energy Canada,RT,['Clean Energy Canada'],"RT @cleanenergycan: 🇮🇪 🌬️ A one point last weekend, more than 85% of Irish electricity demand was covered by wind power. https://t.co/2RTFc…",0.0,6.4,6.4
2057,1497206427395534851,Fri Feb 25 13:46:43 +0000 2022,zxcxz,,zxcxz,Tweet (self-loop),[],Non-Tesla EV Supercharging: Anyone Can Stop A Charging Session? https://t.co/7zm0n4rXMc #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,0.0,12.8,12.8
2074,1497204051422765063,Fri Feb 25 13:37:17 +0000 2022,Sean Magee (he/him),Yellowknife,Josh Gellers,RT,['Josh Gellers'],"RT @JoshGellers: Just imagine- if Europe wasn’t beholden to Russian oil and gas, it would be a lot easier to simply choke off Russian energ…",9.6,11.9,11.9
2077,1497203466321674241,Fri Feb 25 13:34:57 +0000 2022,Uplight,"Montréal, Québec",Uplight,Tweet (self-loop),[],This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis   https://t.co/pb35pMp1vb,0.0,18.8,18.8
2084,1497202340637589518,Fri Feb 25 13:30:29 +0000 2022,Uplight,"Montréal, Québec",Uplight,Tweet (self-loop),[],This is how we defeat Putin and other petrostate autocrats. #renewableenergy #climatechange #climatecrisis  https://t.co/pb35pMp1vb,0.0,18.8,18.8
2137,1497197543486279682,Fri Feb 25 13:11:25 +0000 2022,Waterspirit,"Rumson, NJ ",Waterspirit,Tweet (self-loop),[],#Methane emissions are &gt; 25 times more potent of #GHG #emissions than #carbon and we have known this for some time. Humanity needs #renewableenergy now- just as it did &gt; 40 years ago. No time for pretend. #FridaysForFuture #renewableenergy #nature #Economic #LeadershipMatters https://t.co/dXkzxpTdnd,0.0,8.1,8.1
2138,1497197287252140034,Fri Feb 25 13:10:24 +0000 2022,Ben Bailey 🌈,South Carolina,Josh Gellers,RT,['Josh Gellers'],"RT @JoshGellers: Just imagine- if Europe wasn’t beholden to Russian oil and gas, it would be a lot easier to simply choke off Russian energ…",9.6,11.9,11.9
2154,1497194565853454367,Fri Feb 25 12:59:35 +0000 2022,African RECs Facility,"Gaborone, Botswana ",RenewAfrica.Biz,RT,['RenewAfrica.Biz'],RT @RenewAfrica_: Mali is preparing to host three solar power plants but the country was affected by two military coups in 2020 and 2021 wh…,0.0,7.3,7.3
2187,1497184921185513472,Fri Feb 25 12:21:16 +0000 2022,Durango Markets,"Salt Lake City, UT- AB, Canada",Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2192,1497183491989118996,Fri Feb 25 12:15:35 +0000 2022,Thomas,"Paris, France",Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2198,1497182930736754692,Fri Feb 25 12:13:21 +0000 2022,energyreferral.xyz,,Pager Power Ltd,RT,['Pager Power Ltd'],"RT @PagerPower: Despite the massive growth in renewable electricity generation, switching a light on usually results in more fossil fuels b…",0.0,9.8,9.8
2205,1497182724481818640,Fri Feb 25 12:12:32 +0000 2022,Bob Sacamano,"Ekerö, Sverige",Pager Power Ltd,RT,['Pager Power Ltd'],"RT @PagerPower: Despite the massive growth in renewable electricity generation, switching a light on usually results in more fossil fuels b…",0.0,9.8,9.8
2208,1497182668819210244,Fri Feb 25 12:12:19 +0000 2022,John Snowmountainer,,Pager Power Ltd,RT,['Pager Power Ltd'],"RT @PagerPower: Despite the massive growth in renewable electricity generation, switching a light on usually results in more fossil fuels b…",0.0,9.8,9.8
2216,1497181461232992262,Fri Feb 25 12:07:31 +0000 2022,Pager Power Ltd,Global,Pager Power Ltd,Tweet (self-loop),[],"Despite the massive growth in renewable electricity generation, switching a light on usually results in more fossil fuels being burnt and increased carbon emissions. Learn more: https://t.co/avDqUDpbN3 #greenenergy, #renewableenergy #renewablepower https://t.co/sxs6MrD7yB",6.3,6.6,6.6
2226,1497179811701268487,Fri Feb 25 12:00:58 +0000 2022,Tamal,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2228,1497179654947545117,Fri Feb 25 12:00:20 +0000 2022,Dolphin N2,"Shoreham-by-Sea, England",Dolphin N2,Tweet (self-loop),[],"Net-Zero. Buzzword or essential reality to combat advancing climate change? #GHGS,#Netzero,#Netzero2050,#Netzeroenergy,#Netzeromanufacturing,#Renewableenergy,#Sustainableenergy
https://t.co/aO7iJtX86a https://t.co/7eq9TS0ujz",0.0,16.7,16.7
2230,1497179196216385537,Fri Feb 25 11:58:31 +0000 2022,Ken Armstrong,Hamilton,Enbridge Gas,RT,['Enbridge Gas'],RT @enbridgegas: The renewable natural gas boom is coming and we’re on board! Learn how we’re turning waste into fuel and how you can help…,8.7,10.8,10.8
2247,1497173973804613632,Fri Feb 25 11:37:46 +0000 2022,ธนเดช,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2249,1497173617201008642,Fri Feb 25 11:36:21 +0000 2022,Business Standard,India,Business Standard,Tweet (self-loop),[],"The actual fundraising is dependent on market sentiments amid an escalation of the Russia-Ukraine conflict, which had increased volatility

Abhijit Lele reports 

#Greenko #renewableenergy 
https://t.co/UKxyS5ka0G",7.7,8.4,8.4
2267,1497167784270311462,Fri Feb 25 11:13:10 +0000 2022,energyreferral.xyz,,RichardMEvans,RT,['RichardMEvans'],"RT @RichardMEvans: The UK government's climate change advisers have said that cutting fossil fuels will lower energy bills, reports @BBCNew…",9.2,16.2,16.2
2273,1497167634344853506,Fri Feb 25 11:12:34 +0000 2022,John Snowmountainer,,RichardMEvans,RT,['RichardMEvans'],"RT @RichardMEvans: The UK government's climate change advisers have said that cutting fossil fuels will lower energy bills, reports @BBCNew…",9.2,16.2,16.2
2284,1497166342553751555,Fri Feb 25 11:07:26 +0000 2022,RichardMEvans,london,RichardMEvans,Tweet (self-loop),['BBC News (UK)'],"The UK government's climate change advisers have said that cutting fossil fuels will lower energy bills, reports @BBCNews.

Could this be killing two birds with one stone?

https://t.co/dGgxNmElRt

#EnergyPrices #FossilFuel #RenewableEnergy",5.6,21.8,21.8
2288,1497165264684789776,Fri Feb 25 11:03:09 +0000 2022,TheTradingTiger 🐯🧮💷📈📈🌐,"South West, England",Pembridge Resources,RT,['Pembridge Resources'],"RT @PembridgeRes: 𝗖𝗼𝗽𝗽𝗲𝗿 𝗕𝗼𝗼𝗺

Copper prices last year broke 2 records and demand for the metal is expected to continue growing.

@Pembridg…",6.8,17.2,17.2
2292,1497164799062519830,Fri Feb 25 11:01:18 +0000 2022,Mike Ozier,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2296,1497164547588702212,Fri Feb 25 11:00:18 +0000 2022,Crypto Prophet,Global,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2299,1497164285306277889,Fri Feb 25 10:59:16 +0000 2022,Ray Adams,standing watch at Hells Gate,Ray Adams,Tweet (self-loop),"['President Biden', 'President of Russia']","We could do BOTH if @POTUS would just return to #TrumpEra #OilProduction!
#FJB &amp; his #GreenAgenda. NO ONE is freezing to death by going to #renewableenergy!
#France is smart &amp; sticking with #NuclearEnergy. #Germany is STILL buying #naturalgas &amp; lining @KremlinRussia_E pockets. https://t.co/kTWMQNkjpo https://t.co/44ttTN7fAA",5.2,17.1,17.1
2310,1497160924016357394,Fri Feb 25 10:45:54 +0000 2022,The Visual Blueprint Productions,Halifax I Annapolis Royal NS,ArtforSocialChange,RT,['ArtforSocialChange'],"RT @ArtforSocial: One of our biggest challenges will be pushing climate action amidst rising political threats and violence.

#climatecrisi…",5.4,28.5,28.5
2319,1497158969189548033,Fri Feb 25 10:38:08 +0000 2022,VeVeVoom!,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2324,1497157644334870529,Fri Feb 25 10:32:52 +0000 2022,Craig Bouchard,"Chicago, IL",Craig Bouchard,Tweet (self-loop),[],"Episode 305: Waste not this trash, rethinking systems https://t.co/aWry8L09LU #renewableenergy #sustainability #carbonfootprint #cleanenergy #sustainable",0.0,17.7,17.7
2325,1497157642799702016,Fri Feb 25 10:32:52 +0000 2022,Craig Bouchard,"Chicago, IL",Craig Bouchard,Tweet (self-loop),[],Confronting the reality of inequitable access to recycling https://t.co/M65gW0uxjY #renewableenergy #sustainability #carbonfootprint #cleanenergy #sustainable,0.0,11.0,11.0
2327,1497157639087796263,Fri Feb 25 10:32:51 +0000 2022,Craig Bouchard,"Chicago, IL",Craig Bouchard,Tweet (self-loop),[],"Across the boreal forest, scientists are tracking warming’s tragic toll https://t.co/RTvh0QeqBk #renewableenergy #sustainability #carbonfootprint #cleanenergy #sustainable",0.0,23.5,23.5
2328,1497157636923535393,Fri Feb 25 10:32:51 +0000 2022,Craig Bouchard,"Chicago, IL",Craig Bouchard,Tweet (self-loop),[],Climate change-fueled floods could cause 26% more damage in next 30 years https://t.co/RUa53gyNAI #renewableenergy #sustainability #carbonfootprint #cleanenergy #sustainable,0.0,17.0,17.0
2333,1497156959593771026,Fri Feb 25 10:30:09 +0000 2022,Andrea,USA,ArtforSocialChange,RT,['ArtforSocialChange'],"RT @ArtforSocial: One of our biggest challenges will be pushing climate action amidst rising political threats and violence.

#climatecrisi…",5.4,28.5,28.5
2337,1497156050591436801,Fri Feb 25 10:26:32 +0000 2022,ArtforSocialChange,Canada,ArtforSocialChange,Tweet (self-loop),[],"One of our biggest challenges will be pushing climate action amidst rising political threats and violence.

#climatecrisis #renewableenergy #StandWithUkraine #climateaction https://t.co/FeG0YkloN5",5.0,26.3,26.3
2346,1497153826314493953,Fri Feb 25 10:17:42 +0000 2022,Muhlis Can,World,Jan Brusselaers,RT,['Jan Brusselaers'],RT @JanBrusselaers: Many argue in favour of #NuclearPower to become independent of Russian gas. Absurd in times of threat. Nuclear plants &amp;…,10.5,20.9,20.9
2379,1497151687122898947,Fri Feb 25 10:09:12 +0000 2022,Jamie_K_XRP_K,"Pretoria, South Africa",Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2380,1497150914762874880,Fri Feb 25 10:06:08 +0000 2022,Complast Ltd,Italy,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2382,1497150867505623040,Fri Feb 25 10:05:57 +0000 2022,Ξplorer3022 👁,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2389,1497149521536692259,Fri Feb 25 10:00:36 +0000 2022,Realtime Recruitment,Ireland & Northern Ireland,Realtime Recruitment,Tweet (self-loop),[],"Could the crisis in Ukraine accelerate the adoption and development of renewable energy technology? 🔋⚡

https://t.co/XzxiaEg6EM

#ukraine #russia #oil #gas #renewableenergy #renewables https://t.co/z3CAwYEMPn",7.2,14.0,14.0
2395,1497149101212798978,Fri Feb 25 09:58:56 +0000 2022,XRP MAGRIP,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2403,1497147651682414592,Fri Feb 25 09:53:10 +0000 2022,Uniswap Mark Robbins,MD--Maryland-,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
2404,1497147622922063872,Fri Feb 25 09:53:03 +0000 2022,Pembridge Resources,"London, England",Pembridge Resources,Tweet (self-loop),['Pembridge Resources'],"𝗖𝗼𝗽𝗽𝗲𝗿 𝗕𝗼𝗼𝗺

Copper prices last year broke 2 records and demand for the metal is expected to continue growing.

@PembridgeRes are actively looking for new investments in the #RenewableEnergy and #Copper industry.

#PERE #Copper #EV #Mining
https://t.co/sHwH3v0Ssc https://t.co/adnTkiziSg",9.5,10.2,10.2
2406,1497147384949846025,Fri Feb 25 09:52:06 +0000 2022,Bruce Douglas,"Brussels, Belgium",Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2407,1497147092921430038,Fri Feb 25 09:50:57 +0000 2022,Uniswap_Cash,KY--Kentucky-,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
2415,1497145538479013888,Fri Feb 25 09:44:46 +0000 2022,K Sabon,ประเทศไทย,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2434,1497142667234394113,Fri Feb 25 09:33:22 +0000 2022,Eamon Ambrose,"Limerick, Ireland",Solar Home Ireland,RT,['Solar Home Ireland'],"RT @SolarHomeIRL: This never gets old 😎☀️👇

In February we've averaging 19 kWh/day with extra demand being met by our seasonal #energy stor…",6.2,11.7,11.7
2435,1497142573231534081,Fri Feb 25 09:32:59 +0000 2022,uni.ravelo,CA--California,MetaMine,RT,"['MetaMine', 'Uniswap Labs 🦄', 'PancakeSwap 🥞 #BSC']","RT @MetaMineToken: We are available on @Uniswap and @PancakeSwap! 

Don't miss your chance, get MINE now 👉 https://t.co/khpdFlQiTE

#MetaMi…",6.2,8.7,8.7
2465,1497137950802468895,Fri Feb 25 09:14:37 +0000 2022,Solar Home Ireland,"Wexford, Ireland",Solar Home Ireland,Tweet (self-loop),[],"This never gets old 😎☀️👇

In February we've averaging 19 kWh/day with extra demand being met by our seasonal #energy storage 🌍

#RenewableEnergy #Ireland #ClimateAction #EnergyTransition #24hoursofsun #offgrid #SOLAR #DontLookUp https://t.co/jGUofG110w",4.8,9.0,9.0
2466,1497137751912767498,Fri Feb 25 09:13:50 +0000 2022,Denis,,Powerledger,RT,"['Powerledger', 'Ember']",RT @PowerLedger_io: “The gas crisis has really demonstrated that Europe needs to get serious about renewables deployment” - @EmberClimate.…,0.0,24.1,24.1
2468,1497137699806928928,Fri Feb 25 09:13:37 +0000 2022,Ideas4Africa,,PowerFuturesLab,RT,"['PowerFuturesLab', 'Wikus Kruger']","RT @PowerFuturesLab: Meet the Finance, contracts and risk mitigation for private power investment in Africa course convenor; @kruger_wikus…",0.0,11.0,11.0
